,Animal ID,Name,DateTime,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Age upon Outcome,Breed,Color,month,year,sex
693,A785490,Charlie,12/04/2018 11:18:00 AM,12/04/2017,Return to Owner,,Dog,1 year,Yorkshire Terrier,Silver/Tan,Dec,2018,Intact Male
694,A741019,Pumpkin,12/27/2016 7:15:00 PM,12/26/2014,Return to Owner,,Dog,2 years,American Bulldog Mix,White/Tan,Dec,2016,Spayed Female
695,A813630,Kobe,02/18/2020 5:32:00 PM,12/14/2019,Adoption,,Dog,2 months,Dachshund/Chihuahua Shorthair,Tan/White,Feb,2020,Spayed Female
696,A789369,Precious,04/09/2019 2:15:00 PM,03/03/2009,Transfer,Partner,Cat,10 years,Domestic Shorthair Mix,Brown Tabby/White,Apr,2019,Spayed Female
697,A736952,,10/21/2016 10:41:00 AM,10/20/2015,Euthanasia,Rabies Risk,Other,1 year,Raccoon Mix,Gray,Oct,2016,
698,A810294,Canelo,04/30/2021 5:47:00 PM,04/10/2019,Return to Owner,,Dog,2 years,Pit Bull/Chinese Sharpei,Brown/White,Apr,2021,Intact Male
699,A796246,,06/01/2019 3:16:00 PM,03/30/2019,Transfer,Partner,Cat,2 months,Domestic Shorthair,Brown Tabby,Jun,2019,Intact Male
700,A872077,,01/16/2023 10:32:00 AM,12/03/2022,Adoption,,Other,1 month,Lizard,Tan,Jan,2023,
701,A819058,,06/25/2020 2:46:00 PM,06/21/2015,Transfer,Partner,Dog,5 years,Yorkshire Terrier/Chihuahua Shorthair,Cream,Jun,2020,Intact Female
702,A824299,*Sakura,01/29/2021 11:40:00 AM,10/10/2019,Adoption,Foster,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,Jan,2021,Spayed Female
703,A672968,,02/19/2014 10:25:00 AM,02/18/2011,Euthanasia,Rabies Risk,Other,3 years,Bat Mix,Brown,Feb,2014,
704,A809173,,11/24/2019 10:20:00 AM,11/20/2018,Transfer,Snr,Cat,1 year,Domestic Shorthair,Brown Tabby,Nov,2019,Intact Male
705,A762192,,11/18/2017 7:09:00 PM,08/15/2017,Transfer,Snr,Cat,3 months,Domestic Shorthair Mix,Gray Tabby/White,Nov,2017,Intact Male
706,A667475,*Lovie,12/17/2013 5:08:00 PM,11/30/2008,Adoption,,Cat,5 years,Domestic Shorthair Mix,Brown Tabby/White,Dec,2013,Spayed Female
707,A620178,*Melody,08/10/2014 12:48:00 PM,02/14/2010,Adoption,,Dog,4 years,Dogue De Bordeaux Mix,Brown/White,Aug,2014,Spayed Female
708,A824740,,12/18/2020 7:55:00 AM,09/15/2020,Adoption,Foster,Cat,3 months,Domestic Shorthair Mix,Orange Tabby/White,Dec,2020,Spayed Female
709,A755005,,07/27/2017 7:00:00 PM,07/24/2017,Transfer,Partner,Cat,3 days,Domestic Shorthair Mix,Orange Tabby,Jul,2017,
710,A766628,Indison Jame,02/18/2018 3:21:00 PM,02/13/2016,Adoption,,Cat,2 years,Domestic Shorthair Mix,Orange Tabby/White,Feb,2018,Neutered Male
711,A780901,*Padfoot,06/23/2019 7:01:00 PM,09/21/2016,Adoption,,Dog,2 years,Pit Bull Mix,Blue/White,Jun,2019,Neutered Male
712,A783322,*Flynn,11/04/2018 3:39:00 PM,10/29/2015,Adoption,,Cat,3 years,Domestic Shorthair Mix,Blue Tabby,Nov,2018,Neutered Male
713,A788866,,02/15/2019 12:02:00 PM,12/06/2019,Adoption,,Dog,0 years,German Shepherd/Catahoula,Black Brindle,Feb,2019,Neutered Male
714,A691708,,11/09/2014 9:00:00 AM,08/01/2014,Transfer,SCRP,Cat,3 months,Domestic Shorthair Mix,Brown Tabby/White,Nov,2014,Intact Female
715,A686923,,09/02/2014 5:42:00 PM,08/29/2011,Adoption,,Dog,3 years,Dachshund Mix,Red,Sep,2014,Spayed Female
716,A779187,Duke,11/02/2018 11:40:00 AM,08/27/2011,Transfer,Partner,Dog,7 years,Great Dane Mix,Brown/Tricolor,Nov,2018,Intact Male
717,A876652,Gravy,05/12/2023 11:09:00 AM,03/17/2023,Adoption,,Cat,1 month,Domestic Shorthair,Blue Tabby,May,2023,Neutered Male
718,A778113,,08/09/2018 5:36:00 PM,08/08/2017,Transfer,Partner,Cat,1 year,Domestic Shorthair Mix,Black,Aug,2018,Intact Female
719,A754434,,07/24/2017 5:22:00 PM,07/20/2016,Adoption,,Dog,1 year,Border Collie Mix,Black/White,Jul,2017,Neutered Male
720,A763747,*Louise,12/21/2017 6:41:00 PM,06/15/2016,Adoption,,Cat,1 year,Domestic Shorthair Mix,Gray/White,Dec,2017,Spayed Female
721,A733608,*Suzy,08/28/2016 5:03:00 PM,08/24/2015,Adoption,,Dog,1 year,Pit Bull Mix,Blue/White,Aug,2016,Spayed Female
722,A726944,*Sweet Pea,06/08/2016 12:00:00 AM,05/16/2006,Transfer,Partner,Dog,10 years,Labrador Retriever Mix,Black,Jun,2016,Intact Female
723,A668178,*Owen,01/02/2014 6:37:00 PM,11/09/2013,Adoption,Foster,Cat,1 month,Domestic Shorthair Mix,Blue,Jan,2014,Neutered Male
724,A784785,Beau Beau,03/15/2019 2:30:00 PM,11/20/2016,Return to Owner,,Dog,2 years,Australian Kelpie Mix,Black,Mar,2019,Intact Male
725,A680187,,05/30/2014 5:29:00 PM,12/15/2013,Transfer,Partner,Dog,5 months,Miniature Poodle Mix,White,May,2014,Intact Male
726,A809376,Pippa,11/30/2019 4:18:00 PM,11/23/2018,Adoption,,Dog,1 year,American Pit Bull Terrier Mix,White/Black,Nov,2019,Spayed Female
727,A741751,*Terrence,01/11/2017 1:30:00 PM,01/07/2015,Transfer,Partner,Cat,2 years,Domestic Shorthair Mix,Brown Tabby,Jan,2017,Neutered Male
728,A787270,*Monty,01/28/2019 3:39:00 PM,06/04/2018,Transfer,Partner,Cat,7 months,Domestic Shorthair Mix,Black Tabby/White,Jan,2019,Intact Male
729,A676006,*Allie,06/03/2014 12:02:00 PM,04/03/2009,Adoption,,Dog,5 years,Chihuahua Shorthair/Pug,Brown,Jun,2014,Spayed Female
730,A757510,,09/09/2017 12:43:00 PM,05/03/2017,Adoption,Offsite,Dog,4 months,Greyhound Mix,Brown Brindle/White,Sep,2017,Neutered Male
731,A702403,Harvey,06/14/2015 12:57:00 PM,04/06/2015,Adoption,,Cat,2 months,Domestic Shorthair Mix,Black,Jun,2015,Neutered Male
732,A732061,*Otto,01/28/2018 5:50:00 PM,08/01/2014,Adoption,,Cat,3 years,Domestic Medium Hair Mix,Brown Tabby/White,Jan,2018,Neutered Male
733,A840112,Cuddle Bug,08/11/2021 12:49:00 PM,04/02/2013,Adoption,,Cat,8 years,Domestic Shorthair Mix,Blue/White,Aug,2021,Neutered Male
734,A814266,Lily,09/25/2020 1:55:00 PM,12/08/2019,Return to Owner,,Dog,9 months,Chihuahua Shorthair/Dachshund,Brown/Tan,Sep,2020,Spayed Female
735,A865240,Fonzy,09/24/2022 2:16:00 PM,09/07/2019,Adoption,,Cat,3 years,Domestic Medium Hair,White/Tricolor,Sep,2022,Neutered Male
736,A733502,*Sanya,01/29/2017 3:08:00 PM,06/22/2016,Adoption,,Cat,7 months,Domestic Medium Hair Mix,Black,Jan,2017,Spayed Female
737,A724370,Chewbacca,04/20/2016 5:09:00 PM,04/16/2015,Return to Owner,,Dog,1 year,Shih Tzu Mix,Tan,Apr,2016,Neutered Male
738,A755635,*Zorro,08/14/2017 4:11:00 PM,10/06/2016,Transfer,Partner,Dog,10 months,Labrador Retriever/Jack Russell Terrier,Yellow/White,Aug,2017,Neutered Male
739,A652862,Ace Hunter,09/27/2019 6:44:00 AM,03/01/2013,Adoption,Foster,Dog,6 years,Pointer Mix,White/Red Tick,Sep,2019,Neutered Male
740,A802238,,08/19/2019 11:59:00 AM,08/15/2017,Transfer,Snr,Cat,2 years,Domestic Shorthair,Cream Tabby/White,Aug,2019,Intact Male
741,A781464,Panther,10/10/2018 6:03:00 PM,09/30/2011,Died,In Kennel,Cat,7 years,Domestic Shorthair Mix,Blue,Oct,2018,Neutered Male
742,A723402,Grendle,04/11/2016 12:16:00 PM,03/31/2004,Return to Owner,,Dog,12 years,Catahoula Mix,Tricolor,Apr,2016,Spayed Female
743,A752358,Juno,06/27/2017 4:50:00 PM,04/21/2017,Adoption,,Cat,2 months,Domestic Shorthair Mix,Calico,Jun,2017,Spayed Female
744,A690574,Sugar,10/23/2014 6:56:00 PM,06/12/2005,Return to Owner,,Dog,9 years,Pointer,Brown Brindle/White,Oct,2014,Spayed Female
745,A709678,Princess,08/14/2015 11:20:00 AM,02/12/2015,Return to Owner,,Dog,6 months,Australian Cattle Dog/Pembroke Welsh Corgi,Tan/White,Aug,2015,Spayed Female
746,A832994,,04/26/2021 12:40:00 PM,03/22/2020,Transfer,Partner,Dog,1 year,Cairn Terrier Mix,Gray/White,Apr,2021,Intact Male
747,A819091,Rooster,06/23/2020 11:25:00 AM,06/22/2019,Transfer,Partner,Dog,1 year,Chihuahua Shorthair,Fawn,Jun,2020,Intact Male
748,A777939,,08/09/2018 1:37:00 PM,08/06/2017,Transfer,Partner,Cat,1 year,Domestic Shorthair Mix,Tortie,Aug,2018,Spayed Female
749,A775716,,08/07/2018 3:43:00 PM,07/02/2018,Transfer,Partner,Cat,1 month,Domestic Shorthair Mix,Brown Tabby,Aug,2018,Intact Male
750,A791462,Zeus,04/04/2019 6:26:00 PM,03/26/2017,Adoption,,Dog,2 years,Boxer,Tan/White,Apr,2019,Neutered Male
751,A787654,Pepper,03/11/2019 12:00:00 AM,01/17/2017,Transfer,Partner,Cat,2 years,Domestic Shorthair Mix,Brown Tabby/White,Mar,2019,Neutered Male
752,A738333,Lady Bug,11/15/2016 12:00:00 AM,11/13/2012,Transfer,Partner,Dog,4 years,Basset Hound/Pointer,Chocolate/White,Nov,2016,Spayed Female
753,A715154,,11/01/2015 1:43:00 PM,10/17/2015,Transfer,Partner,Cat,2 weeks,Domestic Shorthair Mix,Black,Nov,2015,Intact Male
754,A738370,*Ava,11/18/2016 11:42:00 AM,11/13/2009,Adoption,,Dog,7 years,Schipperke Mix,Black,Nov,2016,Spayed Female
755,A753537,Bronx,06/26/2021 1:42:00 PM,06/14/2017,Adoption,,Cat,4 years,Domestic Shorthair Mix,Brown Tabby/White,Jun,2021,Neutered Male
756,A732797,Roxy,08/17/2016 5:49:00 PM,05/22/2016,Adoption,,Dog,2 months,Pit Bull Mix,Blue/White,Aug,2016,Spayed Female
757,A631093,Chugar,09/02/2018 4:23:00 PM,02/01/2012,Adoption,,Dog,6 years,Pit Bull Mix,White/Brown,Sep,2018,Spayed Female
758,A828663,*Dutch,03/11/2021 1:49:00 PM,01/22/2019,Adoption,,Dog,2 years,German Shepherd Mix,Brown,Mar,2021,Neutered Male
759,A743072,Daisy,02/07/2017 5:02:00 PM,02/03/2013,Transfer,Partner,Dog,4 years,Chihuahua Shorthair Mix,Tan/White,Feb,2017,Intact Female
760,A709084,Mr. Softie,09/01/2015 5:51:00 PM,08/04/2008,Transfer,Partner,Cat,7 years,Domestic Shorthair Mix,Blue,Sep,2015,Neutered Male
761,A839344,*Floretta,08/27/2021 5:58:00 PM,04/20/2021,Adoption,,Cat,4 months,Domestic Shorthair,Black,Aug,2021,Spayed Female
762,A764567,,01/03/2018 2:01:00 PM,01/02/2016,Died,In Kennel,Cat,2 years,Domestic Shorthair Mix,Brown Tabby,Jan,2018,Intact Female
763,A813202,Kai,02/15/2020 4:28:00 PM,08/06/2017,Adoption,,Dog,2 years,German Shepherd/Alaskan Husky,White/Tan,Feb,2020,Neutered Male
764,A799677,Glory,07/17/2019 1:43:00 PM,12/24/2018,Transfer,Partner,Dog,6 months,Welsh Terrier,Black,Jul,2019,Intact Female
765,A769611,*Ginger,05/05/2018 2:32:00 PM,04/07/2015,Adoption,,Dog,3 years,Rat Terrier Mix,Tan/White,May,2018,Spayed Female
766,A780227,*Dakota,09/18/2018 2:31:00 PM,09/11/2017,Transfer,Partner,Dog,1 year,Chihuahua Shorthair,Red,Sep,2018,Intact Female
767,A794895,,05/17/2019 4:03:00 PM,02/26/2019,Adoption,,Cat,2 months,Domestic Shorthair,Gray Tabby/White,May,2019,Neutered Male
768,A865080,Mc Kitty,09/06/2022 11:43:00 AM,09/06/2009,Return to Owner,,Cat,13 years,Domestic Medium Hair,Black/White,Sep,2022,Neutered Male
769,A782492,Bear,10/21/2018 6:28:00 PM,01/08/2014,Transfer,Snr,Cat,4 years,Domestic Shorthair Mix,Black,Oct,2018,Neutered Male
770,A855454,A855453,04/22/2022 12:00:00 AM,04/18/2020,Euthanasia,Suffering,Cat,2 years,Domestic Shorthair,Orange Tabby/White,Apr,2022,Intact Male
771,A780251,Roman,09/12/2018 2:25:00 PM,09/12/2017,Return to Owner,,Dog,1 year,Staffordshire Mix,Blue/White,Sep,2018,Intact Male
772,A791983,*Spice,07/09/2019 7:09:00 PM,04/01/2019,Adoption,,Cat,3 months,Domestic Shorthair Mix,Orange Tabby,Jul,2019,Neutered Male
773,A772665,Groot,05/26/2018 2:21:00 PM,12/04/2017,Adoption,,Dog,5 months,Anatol Shepherd/Great Pyrenees,Cream/Black,May,2018,Intact Male
774,A650850,Mili,10/16/2015 12:14:00 PM,02/13/2013,Transfer,Partner,Dog,2 years,Pomeranian/Chihuahua Shorthair,Buff,Oct,2015,Intact Female
775,A796159,Bunny,06/28/2019 12:16:00 PM,05/29/2009,Transfer,Partner,Dog,10 years,Labrador Retriever/German Shepherd,Black/Tan,Jun,2019,Spayed Female
776,A627576,Miles,02/14/2015 12:25:00 PM,04/04/2012,Transfer,Partner,Dog,2 years,Labrador Retriever Mix,Brown,Feb,2015,Neutered Male
777,A792559,*Giulia,06/29/2019 5:22:00 PM,04/10/2019,Adoption,,Cat,2 months,Domestic Medium Hair Mix,Orange Tabby/White,Jun,2019,Spayed Female
778,A859196,A859196,06/14/2022 8:37:00 AM,05/03/2022,Disposal,,Cat,1 month,Domestic Shorthair,Brown Tabby,Jun,2022,Intact Male
779,A766118,,02/05/2018 7:03:00 PM,02/02/2016,Transfer,Snr,Cat,2 years,Domestic Shorthair Mix,Brown Tabby,Feb,2018,Intact Male
780,A831674,,03/31/2021 6:07:00 PM,03/31/2019,Euthanasia,Rabies Risk,Other,2 years,Bat,Brown,Mar,2021,
781,A681575,Sandy,07/13/2014 2:26:00 PM,05/13/2014,Adoption,,Dog,1 month,Labrador Retriever/Blue Lacy,Tricolor,Jul,2014,Spayed Female
782,A875614,*Poppy,04/03/2023 12:00:00 AM,03/02/2021,Adoption,,Cat,2 years,Domestic Shorthair,Brown Tabby,Apr,2023,Spayed Female
783,A761383,*Charlie,11/23/2017 3:07:00 PM,10/12/2017,Transfer,Partner,Cat,1 month,Domestic Shorthair Mix,Blue/White,Nov,2017,Intact Male
784,A803143,Aria,09/01/2019 5:00:00 PM,06/28/2019,Adoption,,Cat,2 months,Domestic Shorthair,Black,Sep,2019,Spayed Female
785,A772223,,05/26/2018 4:24:00 PM,03/16/2018,Adoption,,Cat,2 months,Domestic Shorthair Mix,Cream Tabby,May,2018,Neutered Male
786,A685080,Rossco,05/30/2015 5:55:00 PM,08/14/2013,Adoption,,Dog,1 year,Border Collie Mix,Black,May,2015,Neutered Male
787,A672471,,02/10/2014 7:20:00 PM,02/10/2012,Euthanasia,Rabies Risk,Other,2 years,Raccoon,Brown/Black,Feb,2014,
788,A699227,*Caitlyn,08/25/2015 9:45:00 AM,03/23/2015,Adoption,Foster,Cat,5 months,Domestic Medium Hair Mix,Cream Tabby/White,Aug,2015,Spayed Female
789,A860946,*Captain America,07/20/2022 8:55:00 AM,05/22/2022,Transfer,Out State,Dog,1 month,Australian Shepherd Mix,Black,Jul,2022,Intact Male
790,A601482,Pepe,06/03/2014 2:25:00 PM,05/20/2008,Return to Owner,,Dog,6 years,Chow Chow/Australian Cattle Dog,Tan/Black,Jun,2014,Neutered Male
791,A844711,Tiny,10/20/2021 7:07:00 PM,10/16/2019,Return to Owner,,Dog,2 years,Chihuahua Shorthair Mix,Brown/White,Oct,2021,Intact Female
792,A801121,Precious,08/03/2019 5:09:00 PM,01/31/2018,Transfer,Partner,Cat,1 year,Domestic Shorthair,Torbie,Aug,2019,Intact Female
793,A772366,Osiris,06/24/2018 6:47:00 PM,05/18/2016,Return to Owner,,Dog,2 years,Pit Bull Mix,Blue/White,Jun,2018,Intact Male
794,A724463,,04/18/2016 1:06:00 PM,04/12/2016,Transfer,Partner,Cat,6 days,Domestic Medium Hair Mix,Gray/Tortie,Apr,2016,
795,A765537,Godzilla,07/02/2018 5:22:00 PM,01/22/2014,Adoption,Foster,Cat,4 years,Domestic Longhair Mix,White/Brown Tabby,Jul,2018,Neutered Male
796,A698266,Pee Wee,03/14/2015 12:18:00 PM,03/12/2009,Transfer,Partner,Dog,6 years,Miniature Schnauzer Mix,Brown/White,Mar,2015,Spayed Female
797,A823108,,09/17/2020 10:22:00 AM,09/16/2019,Euthanasia,Rabies Risk,Other,1 year,Bat,Brown,Sep,2020,
798,A710134,*Eddie,08/30/2015 12:00:00 AM,03/18/2014,Transfer,Partner,Dog,1 year,Chihuahua Shorthair Mix,White/Black,Aug,2015,Neutered Male
799,A843623,Breaux,10/13/2021 5:05:00 PM,10/04/2017,Return to Owner,,Dog,4 years,Pit Bull Mix,Tan/White,Oct,2021,Intact Male
800,A714862,*Peachy,11/28/2015 6:27:00 PM,08/02/2015,Adoption,,Cat,3 months,Domestic Shorthair Mix,Orange Tabby/White,Nov,2015,Neutered Male
801,A676765,*Newton,04/21/2014 1:17:00 PM,04/14/2012,Transfer,Partner,Cat,2 years,Domestic Shorthair Mix,Black,Apr,2014,Neutered Male
802,A691584,Luke,10/13/2015 11:37:00 AM,11/06/2012,Transfer,Partner,Dog,2 years,Labrador Retriever Mix,Tan/White,Oct,2015,Neutered Male
803,A700633,*Cole,04/26/2015 4:02:00 PM,04/17/2014,Adoption,,Dog,1 year,Italian Greyhound/Chihuahua Shorthair,Black,Apr,2015,Spayed Female
804,A811089,,01/02/2020 10:49:00 AM,12/27/2017,Transfer,Snr,Cat,2 years,Domestic Shorthair,Torbie,Jan,2020,Intact Female
805,A347684,Ruby,07/26/2014 7:03:00 PM,05/23/2001,Return to Owner,,Dog,13 years,Chihuahua Shorthair,Black/Red,Jul,2014,Spayed Female
806,A763214,*Brady,12/26/2017 1:11:00 PM,06/05/2017,Adoption,,Dog,6 months,Labrador Retriever Mix,Black/White,Dec,2017,Neutered Male
807,A755878,Eli,08/14/2017 4:54:00 PM,08/10/2016,Adoption,,Dog,1 year,Rat Terrier Mix,Black/White,Aug,2017,Neutered Male
808,A796721,,06/04/2019 4:58:00 PM,09/04/2018,Euthanasia,Rabies Risk,Other,8 months,Bat,Black/Brown,Jun,2019,
809,A841836,Shaggy,09/14/2021 2:52:00 PM,08/03/2012,Adoption,,Dog,9 years,Chihuahua Shorthair/Dachshund,White/Black,Sep,2021,Neutered Male
810,A752038,Danger,06/23/2017 1:54:00 PM,04/17/2017,Return to Owner,,Dog,2 months,Dachshund/Chihuahua Shorthair,Black/Tan,Jun,2017,Intact Male
811,A854119,A854119,04/26/2022 3:11:00 PM,02/15/2022,Adoption,Foster,Cat,2 months,Domestic Shorthair Mix,Black,Apr,2022,Spayed Female
812,A815925,Stitch,04/09/2020 12:04:00 PM,03/30/2009,Return to Owner,,Dog,11 years,Chihuahua Shorthair,Tan,Apr,2020,Intact Male
813,A794195,Bentley,05/08/2019 5:43:00 PM,02/04/2019,Adoption,,Cat,3 months,Siamese Mix,Flame Point,May,2019,Neutered Male
814,A769997,*Chewy,06/19/2018 1:43:00 PM,04/13/2018,Adoption,Foster,Dog,2 months,Yorkshire Terrier/Norfolk Terrier,Black/Brown,Jun,2018,Neutered Male
815,A687278,,09/04/2014 5:06:00 PM,08/02/2014,Transfer,Partner,Cat,4 weeks,Domestic Shorthair Mix,Brown Tabby,Sep,2014,Intact Female
816,A832316,*Cody,04/22/2021 11:01:00 AM,04/11/2019,Transfer,Partner,Other,2 years,Guinea Pig,White/Brown,Apr,2021,Intact Male
817,A782755,Indigo,10/25/2018 7:22:00 PM,08/05/2018,Adoption,,Dog,2 months,American Pit Bull Terrier Mix,Blue/White,Oct,2018,Spayed Female
818,A803849,*Patch,09/14/2019 1:29:00 PM,07/07/2019,Adoption,,Dog,2 months,Dalmatian,White,Sep,2019,Neutered Male
819,A796658,,07/13/2019 6:46:00 AM,06/01/2019,Transfer,Partner,Dog,1 month,American Staffordshire Terrier Mix,Sable/White,Jul,2019,Intact Female
820,A684202,,07/27/2014 12:08:00 PM,07/05/2014,Return to Owner,,Dog,3 weeks,Pit Bull Mix,Red/White,Jul,2014,Intact Female
821,A868205,,11/02/2022 3:01:00 PM,10/30/2020,Euthanasia,Rabies Risk,Other,2 years,Bat,Brown/Brown,Nov,2022,
822,A668550,*Pushkin,12/20/2013 12:51:00 PM,12/04/2012,Transfer,Partner,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,Dec,2013,Neutered Male
823,A671995,Lilly,02/09/2014 7:02:00 PM,02/02/2013,Adoption,,Dog,1 year,Chihuahua Shorthair Mix,Tan/White,Feb,2014,Spayed Female
824,A782948,,10/28/2018 1:57:00 PM,08/08/2018,Adoption,,Dog,2 months,Anatol Shepherd Mix,Tricolor/White,Oct,2018,Neutered Male
825,A793031,Violet,04/18/2019 6:31:00 PM,04/18/2013,Return to Owner,,Dog,6 years,Pit Bull Mix,Blue/White,Apr,2019,Spayed Female
826,A824893,Blaze,10/23/2020 11:11:00 AM,02/22/2020,Return to Owner,,Cat,8 months,Domestic Shorthair,Orange Tabby/White,Oct,2020,Neutered Male
827,A775250,*Bentley,05/12/2019 3:22:00 PM,02/28/2018,Return to Owner,,Dog,1 year,Alaskan Malamute/German Shepherd,Black/White,May,2019,Neutered Male
828,A609226,Swisher,02/17/2014 5:05:00 PM,09/05/2009,Return to Owner,,Dog,4 years,Boxer Mix,Tan/White,Feb,2014,Neutered Male
829,A642126,Lalo,12/07/2014 12:12:00 PM,01/18/2012,Return to Owner,,Dog,2 years,Border Terrier Mix,Gray/White,Dec,2014,Neutered Male
830,A684437,*Macaroni,07/29/2014 5:42:00 PM,05/12/2014,Adoption,,Dog,2 months,Miniature Schnauzer/Miniature Poodle,White/Buff,Jul,2014,Neutered Male
831,A813191,Twitch,07/30/2020 4:17:00 PM,05/12/2014,Rto-Adopt,,Dog,6 years,Pit Bull,Chocolate/White,Jul,2020,Neutered Male
832,A684993,*Belle,08/03/2014 3:36:00 PM,03/07/2014,Transfer,Partner,Dog,4 months,Catahoula/German Shepherd,Brown/White,Aug,2014,Intact Female
833,A847124,,11/26/2021 11:58:00 AM,11/26/2018,Transfer,Partner,Dog,3 years,Staffordshire,Brown/White,Nov,2021,Intact Male
834,A724021,Diesel,10/26/2018 3:02:00 PM,08/10/2015,Return to Owner,,Dog,3 years,Australian Kelpie/German Shepherd,Black/Tricolor,Oct,2018,Neutered Male
835,A806446,,08/27/2022 1:37:00 PM,09/25/2019,Adoption,,Cat,2 years,Domestic Medium Hair,Black,Aug,2022,Neutered Male
836,A800970,,08/03/2019 12:00:00 AM,05/18/2019,Adoption,,Dog,2 months,Norfolk Terrier,Tan,Aug,2019,Neutered Male
837,A848108,Romeo,12/17/2021 5:46:00 PM,12/14/2019,Return to Owner,,Dog,2 years,Bull Terrier,White,Dec,2021,Intact Male
838,A823663,*Fig,10/06/2020 11:40:00 AM,01/28/2020,Transfer,Partner,Dog,8 months,Australian Cattle Dog Mix,Fawn,Oct,2020,Intact Female
839,A813613,*Kaapo,03/14/2020 12:10:00 PM,02/14/2018,Adoption,,Cat,2 years,Domestic Shorthair Mix,Blue,Mar,2020,Neutered Male
840,A730163,Pepper,06/29/2016 5:26:00 PM,06/29/2008,Return to Owner,,Dog,8 years,Labrador Retriever Mix,Black/White,Jun,2016,Spayed Female
841,A757995,,09/10/2017 10:13:00 AM,08/26/2017,Transfer,Partner,Cat,2 weeks,Domestic Shorthair Mix,Seal Point,Sep,2017,Intact Female
842,A829248,,03/04/2021 9:09:00 AM,09/09/2020,Adoption,Foster,Cat,5 months,Domestic Shorthair Mix,Blue/White,Mar,2021,Neutered Male
843,A721659,Milshake,03/02/2016 12:16:00 PM,12/10/2015,Transfer,Partner,Other,2 months,Guinea Pig Mix,Chocolate/White,Mar,2016,Intact Female
844,A675675,,07/26/2014 2:31:00 PM,03/03/2014,Adoption,Foster,Cat,4 months,Snowshoe Mix,Chocolate Point,Jul,2014,Spayed Female
845,A854611,,04/06/2022 5:16:00 PM,04/06/2020,Euthanasia,Rabies Risk,Other,,Raccoon,Gray/Black,Apr,2022,
846,A682683,*Nadia,07/16/2014 5:44:00 PM,05/17/2014,Adoption,,Cat,1 month,Domestic Shorthair Mix,Black/White,Jul,2014,Spayed Female
847,A725727,*Lucinda,05/10/2016 6:36:00 PM,01/02/2016,Adoption,,Dog,4 months,Pit Bull Mix,Tan/White,May,2016,Spayed Female
848,A711540,,09/13/2015 6:56:00 PM,09/08/2014,Adoption,,Dog,1 year,Pomeranian Mix,Red/Tan,Sep,2015,Spayed Female
849,A850520,Fendi,01/26/2022 1:36:00 PM,01/26/2021,Return to Owner,,Dog,1 year,Bichon Frise,White,Jan,2022,Spayed Female
850,A808560,*Granny Smith,11/13/2019 11:54:00 AM,09/25/2019,Transfer,Partner,Cat,1 month,Domestic Shorthair,Brown Tabby,Nov,2019,Intact Female
851,A842521,,09/23/2021 5:24:00 PM,07/17/2021,Adoption,,Dog,2 months,German Shepherd,Black/Brown,Sep,2021,Neutered Male
852,A838089,,07/02/2021 5:00:00 PM,06/02/2021,Transfer,Partner,Cat,4 weeks,Domestic Medium Hair,White/Orange,Jul,2021,Intact Male
853,A843860,China,10/08/2021 5:15:00 PM,04/07/2020,Adoption,,Dog,1 year,Miniature Schnauzer Mix,Gray/Tan,Oct,2021,Spayed Female
854,A847501,*Fir,01/12/2022 4:15:00 PM,10/24/2021,Adoption,Foster,Cat,2 months,Domestic Longhair,Black/White,Jan,2022,Neutered Male
855,A757442,*Emma,09/07/2017 1:04:00 PM,05/17/2017,Adoption,,Cat,3 months,Domestic Shorthair Mix,Blue,Sep,2017,Spayed Female
856,A779481,Akira,09/09/2018 5:21:00 PM,03/09/2018,Adoption,,Dog,6 months,Whippet Mix,Brown/White,Sep,2018,Spayed Female
857,A840956,A840956,08/20/2021 5:33:00 PM,03/10/2021,Adoption,,Cat,5 months,Domestic Shorthair Mix,Black,Aug,2021,Neutered Male
858,A752368,Elliot,06/25/2017 5:16:00 PM,04/26/2017,Adoption,,Dog,1 month,Labrador Retriever Mix,Black/White,Jun,2017,Neutered Male
859,A679201,,05/17/2014 2:47:00 PM,04/25/2014,Transfer,Partner,Cat,3 weeks,Domestic Medium Hair Mix,Black/White,May,2014,Intact Male
860,A691670,Ranger,11/23/2014 4:50:00 PM,03/07/2014,Adoption,,Dog,8 months,Border Collie Mix,Black/White,Nov,2014,Neutered Male
861,A786762,*Pumba,01/13/2019 5:41:00 PM,01/01/2017,Adoption,,Dog,2 years,American Pit Bull Terrier Mix,Brown,Jan,2019,Neutered Male
862,A758879,Luna,12/21/2019 11:46:00 AM,09/23/2015,Adoption,,Dog,4 years,Labrador Retriever Mix,Tan/White,Dec,2019,Spayed Female
863,A857363,*Thomas,09/19/2022 9:36:00 AM,04/24/2022,Adoption,,Cat,4 months,Domestic Shorthair Mix,Brown Tabby/White,Sep,2022,Neutered Male
864,A668733,Gypsy,12/09/2013 5:16:00 PM,12/08/2012,Return to Owner,,Dog,1 year,Pit Bull Mix,Brown Brindle/White,Dec,2013,Spayed Female
865,A730602,*Link,07/16/2016 1:16:00 PM,09/07/2015,Adoption,,Dog,10 months,Labrador Retriever Mix,Brown/Tan,Jul,2016,Neutered Male
